id,name,language,original_language,first_air_date,overview,popularity,episode_count,season_count
88939,Back to Field,Chinese,zh,2017-01-15,"The show documents the simplistic lifestyle of living away from the bustling city centers. Each season takes place in a different rural part of China. The cast members are only provided with the basic life necessities and have to take care of everything else such as cooking their own meals and building their own furniture. To ""buy"" different cooking ingredients and other tools, they have to complete certain tasks assigned by the production crew, such as planting and harvesting crops. Different guests join the cast in each episode and help out with the daily chores. The goal of the program is to bring the audience along on a slower pace of life and to illustrate the joys of a simple lifestyle.",46.6059,362,8
234609,Uncle Dong,Chinese,zh,1998-07-11,,45.8945,900,4
76572,Soul Land,Chinese,zh,2018-01-13,"Tang San spent his life in the Tang Outer Sect, dedicated to the creation and mastery of hidden weapons. Once he stole the secret lore of the Inner Sect to reach the pinnacle of his art, his only way out was death. But after throwing himself off the deadly Hell's Peak he was reborn in a different world, the world of Douluo Dalu, a world where every person has a spirit of their own, and those with powerful spirits can practice their spirit power to rise and become Spirit Masters.

The spirit that awakens within Tang San is Blue Silver Grass, a useless spirit. Can he overcome the difficulties to reach the high ranks of Spirit Masters and bring the glory of the Tang Sect into this new world?",44.1043,306,2
89861,Great Escape,Chinese,zh,2019-03-30,Cast members work together to escape a secret room.,42.3688,236,7
202329,Boonie Bears,Chinese,zh,2012-01-22,"Starring two bears, Briar and Bramble, who continuously try to stop Logger Vick from cutting down trees in their forest. Vick constantly tries to carry out his job as a woodcutter, only to be hilariously outwitted by the bears.",39.6731,279,12
238331,Genshin Impact Fanfiction,Chinese,zh,2021-02-06,,39.2523,42,7
215643,郭德纲相声动画版,Chinese,zh,2013-01-01,,39.1538,839,1
66370,Ode to Joy,Chinese,zh,2016-04-18,"Can five single, independent career women who live in the Ode to Joy apartment building find fulfillment on their own terms? An Di is a successful business woman who has returned to China after studying in New York to find her younger brother. Qu Xiao Xiao is only 25 but already owns her own small business. Fang Sheng Mei grew up in poverty but has shed her “Princess of the Streets” background to work for a multinational company. Qiu Ying Ying is a 20-year-old small-town girl who is trying to make it in the big city. Guan Ju Er is a 20-year-old from a highly educated family, but she must discover what she wants out of life when enters the workforce for the first time. For these women, there is a man (or two) who is trying to get their attention. Dr. Zhao is a flirtatious, handsome doctor. Qi Dian is the stoic businessman. Wang Bai Chuan is Sheng Mei’s steadfast friend who has always carried a torch for her. Yao Bin is a second-generation chaebol. Tan Zong Ming is An Di’s boss who has been friend-zoned by her despite knowing her since their schooldays. ",37.475,201,5
6732,Pleasant Goat and Big Big Wolf,Chinese,zh,2005-08-03,"Pleasant Goat and Big Big Wolf is a Chinese animated television series which was created by Huang Weiming, Lin Yuting and Luo Yinggeng, and produced by Creative Power Entertaining. The show is about a group of goats living on the Green Pasture, Qing Qing Grasslands/Plains, and the story revolving around a clumsy wolf who wants to eat them.  Toon Express Group owns the copyrights of the characters.",35.2071,530,1
52453,Young Justice Bao,Chinese,zh,2000-09-04,,34.9819,125,3
198182,Throne of Seal,Chinese,zh,2022-04-28,"Six thousand years ago, the Demon God appeared and creatures were turned into demons. The mankind created six Temples to fight the demons. Long Haochen joins the Knights Temple. As he grows, an adventure unfolds. He wins the recognition of others and fights with the Six Temples against the demons for the sake of human beings. He sacrifices himself to protect the people. Could Long win the Throne of Seal and be granted the highest honor in the Knights' Temple? All remained to be revealed.",34.932,200,1
281538,暗夜深海,Chinese,zh,,,34.7308,1,1
197906,Infinity and Beyond,Chinese,zh,2022-04-24,,34.6021,276,5
124003,Perfect World,Chinese,zh,2021-04-23,"Born into a unique world where villages fight to gain power and control, the main character, Shi Hao, is a genius blessed by the heavens born under the poorest of conditions. His clan, however, has a mysterious past. To rise up and become the genius he is meant to be, the clan goes through every effort to aid his cultivation as they battle through fanatical monsters and engage in power struggles with other clans. His journey will bring him through unknown lands until he is able to become a person that can truly shake the world.",33.9721,266,2
76053,The Pawnshop No. 8,Chinese,zh,2003-10-07,,33.9381,116,1
195648,CCTV Spring Festival Gala: Crosstalk and Sketch,Chinese,zh,1983-02-12,,33.2841,380,41
111097,The Legend of Crazy Monk,Chinese,zh,2010-06-17,"The Legend of Crazy Monk  is a Chinese television series about the life of Ji Gong. The series was directed by Lin Tianyi and based on Guo Xiaoting's classical novel Biography of Ji Gong.[1] It was a hot TV series recently in Guangdong Television, Jiangsu Television and Shenzhen Television. It is shown on Mediacorp Channel 8 at 7pm.",31.6703,195,3
81502,The Story of Ming Lan,Chinese,zh,2018-12-23,"The Story of Ming Lan, based on the novel written by Guan Xin Ze Luan, follows our heroine through her youth, into her adulthood, and well into her marriage life as well. She’s the 6th child of the Sheng household. Though she is an intelligent and beautiful child, she was not loved by her family (her dad, her sisters, her mom dies early.) She has to hide her intelligence and suffers through the years, hoping to avenge for her mom. During this process she will meet many friends and foes, one of which is our male lead, Gu’s second son, Gu Ting Ye. He has helped and mistreated her before, but also the one to witness her sharp wits and lonely soul. After they get married, they will work together as a power couple, managing the new King’s regime as well as harvesting a world of happiness on their own.",31.4969,151,2
197233,都市男女,Chinese,zh,2003-01-01,,31.2432,365,1
70923,Rakshasa Street,Chinese,zh,2016-04-28,"Requiem Street, where evil spirits are attracted to in order to destroy them. A place where spirits and humans co-exist, not all humans can enter Requiem Street. Only those rare-soul users with guardian spirits can enter. Xia Ling was just a normal university intern, but a meeting by chance changes her ordinary life... In this world full of evil spirits, can you cooperate with your guardian spirit in order to survive?",31.2342,83,5
110181,Martial Master,Chinese,zh,2020-03-07,"The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword.

Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen’s will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father’s birth, the mother and son were treated coldly in Dingwu’s palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again.",31.1899,600,1
8614,Your Hand in Mine,Chinese,zh,,"Your Hand In Mine was a long-running drama that was produced by Singapore's free-to-air channel, MediaCorp TV Channel 8. It was the longest local drama that had been produced by Mediacorp to date, with 180 episodes. Originally dubbed as the 2010 version of the acclaimed 2003 serial Holland V, it starred the veterans Chen Liping and Huang Wenyong, as well as Yvonne Lim, Belinda Lee, Cai Peixuan and Joanne Peh.",31.0359,180,1
84907,Morning Call,Chinese,zh,2012-03-16,,30.8057,226,5
124827,118,Chinese,zh,2014-10-20,"Hong Daming is a positive and generous man. As his coffee shop and house number are both ""118"", the people around him gave him the nickname of ""118"" (or 要要发), much to his delight. Together with his wife, Liu Meimei, he makes a living by running the coffee-shop, and are well known in Tiong Bahru. Whenever someone is in need, they would always seek Daming for help.

His family lives in a 3-room flat, which was built in pre-war years, above the coffee shop. He has 4 children. The children are named Hong Shunfeng, Hong Shunshui, Hong Jinzhi and Hong Yuye.

Having 6 people living in a 3-room flat is cramped-up enough, yet he also rents out a room to ""Ah Niang"", a middle-aged man whose original name is Li Weiliang. Weiliang studied fashion design in France, but circumstances led him to simply run a stall in 118's coffee-shop, selling dumplings with the recipe that his mother left for him.",30.1993,473,2
204455,低头不见抬头见,Chinese,zh,2007-11-09,,30.1003,360,1
154770,Hello Saturday,Chinese,zh,2022-01-01,"""Hello, Saturday"" is the rebranding of popular Chinese show ""Happy Camp"", hosted by He Jiong and with a fixed group of regular celebrity members.

The program showcases the talent of various stars as well as social topics through creative and diverse content and games. It aims to spread positive energy whilst keeping up with the current trends and leading youth culture.",29.9116,299,5
153297,The Magical Chef of Ice and Fire,Chinese,zh,2021-12-11,"Nian Bing is the son of a fire mage and an ice mage. After both of his parents were killed by the Ice Lord, Nian Bing received both of his parents' magic gems. When Nian Bing was trying to escape from the Ice Lord's followers, he managed to cast both fire and ice magic at the same time. An impossible feat for a mage. He fell from the cliff, unconscious, and was saved by an oldman. After he woke up, the oldman gave him a food so delicious he never tasted before. It turned out that the oldman was a genius chef, once called a spirit chef. And he wants Nian Bing to be his disciple no matter what! Is Nian Bing able to seek vengeance while aiming to become the greatest chef?",29.1082,180,2
91066,Kangxi Incognito Travel,Chinese,zh,1997-01-01,,28.0787,144,5
68809,iPartment,Chinese,zh,2009-08-05,,27.9946,138,6
234265,Gossips Behind the Scene,Chinese,zh,2008-04-14,,27.7117,738,1
223911,Renegade Immortal,Chinese,zh,2023-09-25,,27.4263,140,2
225041,Taiwan Tornado,Chinese,zh,2004-02-24,"Chi-Chung Huang is the second son of the Huang family, which owns Taiwan Chao-Lian Group. Chi-Chung and his older brother, Chi-Long Huang, bribe the prosecutor for a death penalty case that his family is involved in. However, the prosecutor changes his mind about the matter. Chi-Chung leads his men to confront the prosecutor, who later falls off an elevated expressway and dies. To lay low for a while, Chi-Chung accepts his brother's arrangement and goes into hiding in the southern region of Taiwan. However, after he arrives there, he is controlled by a crime syndicate. After he is drugged and becomes hardly conscious, he inadvertently rapes Chia-Yi, who is a nice good girl. After the rape, Chia-Yi swears to get Chi-Chung to face up the legal consequences; later, she finds she is impregnated by Chi-Chung, and this strengthens her will to fight a battle between the rich (Chi-Chung) and the poor (herself). As a storm is quietly approaching, who will turn out to be the winner?",27.1642,345,1
99730,Liu Lao Gen,Chinese,zh,2002-03-01,,26.9993,162,5
278275,Veil Of Shadows,Chinese,zh,,"Wen Xin, a young vixen with a beautiful face skillfully painted by her master Xiao Wei, embarks on a quest to find her elusive master, who departed without a farewell. Her journey leads her to Ningcheng City, a place where humans and demons coexist, but she unexpectedly crosses paths with Dongfang Ling Feng, a thousand-year-old fox demon responsible for a string of gruesome killings through consuming human hearts.

Through a twist of fate, Wen Xin finds herself mistakenly assuming the role of the young daughter-in-law to Jing Hange, the Chief of the Demon Catching Bureau. Amidst the chaos and complexities of their intertwined destinies, these two demons begin to unravel the depths of their own hearts and feelings.",26.7674,4,1
120192,乳母,Chinese,zh,1981-02-04,,26.7181,45,1
37709,Palace,Chinese,zh,2011-01-31,A series that follows different women and their stories during the Qing Dynasty,26.6912,139,3
101172,Swallowed Star,Chinese,zh,2020-11-29,"On the Earth, a catastrophe triggered the variation of all kinds of species. The superior survived and the inferior were extinct. Under this circumstance, Luo Feng inherited from the owner of Yunmo Star and became one of the three strongest people on the Earth. He lost his flesh during the fight against giant swallowed monster but then he took the flesh of the monster. In the flesh, he developed a human body. Later, he stepped out of the Earth and headed to the universe.",26.612,210,1
125035,Jalan Jalan,Chinese,zh,2018-10-30,,25.2554,150,1
233541,厕所的花子VS倔强驱魔师 汉语 (zh-CN),Chinese,zh,,,25.1219,1,1
95842,Joy of Life,Chinese,zh,2019-11-26,"Zhang Qing, a present-day college student in culture and history major wants to study in professor Ye's postgraduate class, so he decides to write a historical fiction to elaborate his perspective of analyzing ancient literature history with modern concept. In the fiction, Zhang himself acts as a young man Fan Xian with mysterious life who lives in a remote seaside town of Kingdom Qing in his childhood, under the help of a mysterious mentor and a blindfolded watchman. Fan goes to the capital when he grows up, where he experiences plenty of ordeal and temper. Fan persists in adhering the rule of justice and goodness and lives his own glorious life.",24.2866,107,4
57162,Time Story,Chinese,zh,2008-11-10,This epic period piece follows the lives of several families in a military village from the 1960s to the 1990s.,24.1328,110,1
85009,锵锵三人行,Chinese,zh,1998-04-01,,24.0793,3077,20
64709,My Own Swordsman,Chinese,zh,2006-01-02,A comedy about some friends and their stories in Qixia Town.,23.606,82,2
110714,series of Yan Shuangying,Chinese,zh,2001-01-01,,23.5961,215,6
32231,The Qin Empire,Chinese,zh,2009-12-18,The rise of the Qin state in the Warring States period during the reign of Duke Xiao of Qin.,23.4983,268,5
155256,Happy Toon,Chinese,zh,2010-07-02,,23.3768,924,20
65665,The Legend of Zu,Chinese,zh,2015-09-22,"He was the chosen one. Lu Pao is a dangerous swordsman who is out to get his hands on the powerful Red Ghost Stone. The Sushan School, China’s most famous and influential martial arts school, is the guardian of the stone and protector of the world. The school’s headmaster puts the precious Red Ghost Stone into the body of the talented young swordsman Ding Yin in order to keep it from falling into Lu Pao’s hands. Ding Yin enters the Sushan School to train to become the best swordsman in the world and vows to keep the world safe from the evil doings of Lu Pao. But then Ding Yin meets Lu Pao’s daughter, Yu Wu Xing, who looks just like his dead wife. When Ding Yin falls in love with Wu Xing, will he be able to carry out his mission?",23.1085,104,5
113550,36 Questions,Chinese,zh,2020-06-01,,22.901,145,3
81769,Ruyi's Royal Love in the Palace,Chinese,zh,2018-08-20,"The road to becoming an empress is paved with treachery. Ruyi is a consort who quickly learns to navigate the treacherous politics of the the royal court and move up the ranks. After becoming Empress, Ruyi still must survive the many conspiracies against her. Her relationship with Emperor Qianlong becomes eroded even when Ruyi is able to overcome the challenges. Can Ruyi maintain her role as Empress under such difficult circumstances?",22.0679,87,1
6836,Kangsi Coming,Chinese,zh,2004-01-05,"KangXi Lai Le is a Taiwanese variety-comedy talk show hosted by variety show veterans Dee Hsu and Kevin Tsai. It was produced by Chungta Production from 2004 to 2009, and currently produced by Gold Star Production along with the writing and production staff of GUESS. It was first broadcast on 5 January 2004 and currently airs Monday to Friday at 22:00-23:00 on cable TV CTi Variety. In most episodes, the hosts interview a panel of celebrities in various and controversial topics while employing their signature comedic bantering. It is broadcast in Hong Kong on ATV Home under the name of Variety Show of Mr Con and Ms Csi.

Although it is broadcast in Taiwan, the show is very successful and popular among Chinese speaking audiences across the world who watch uploaded re-runs over the internet or through bootleg DVDs. The show has been mentioned in other Taiwanese variety and talk shows, mainly from presenters who appeared on the show.",22.0674,3271,14
91914,The Chinese Restaurant,Chinese,zh,2017-07-22,Chinese Restaurant is a Chinese celebrity reality show broadcast by Hunan Television.It's Vicky Zhao's first reality/variety show as a regular guest.,21.9022,210,9
114473,Detective Academy,Chinese,zh,2019-11-03,"""Detective College"", as a derivative of the fifth season of ""Who's the Murderer"", is a star reasoning variety show where selected detective assistants launched by Mango TV. The star guests determine the number of advances by rolling the dice on the checkerboard. When the game is triggered, the corresponding game needs to be completed. The first guest to reach the end becomes the current No.1. The program combines the form of team battles and individual battles to inspire the star guests ’IQ and Contest of logical ability. No. 1 selected in the show will appear on the scene of the fifth season of ""Who's the Murderer"". ""Detective College"" consists of Pu Yixing, Zhou Junwei, Tang Jiuzhou, Qi Sijun, Shi Kai, Guo Wentao, Shao Mingming, etc., and premiered on November 3, 2019.",21.7703,337,9
128318,闲人马大姐,Chinese,zh,2000-08-01,,21.7659,267,1
72311,The Advisors Alliance,Chinese,zh,2017-06-22,"The story of Sima Yi, a great politician and strategist who lived during the Three Kingdoms era. By his side, Sima Yi has his politically-astute distaff members of his household, and pitted against them are the formidable Cao Cao and his heirs. After defending the Kingdom of Wei from Kongming formidable talents, who will end up with the ultimate power?",21.6609,86,2
88580,Trump Card,Chinese,zh,2016-01-29,,21.3612,157,9
83612,Ever Night,Chinese,zh,2018-10-31,"As the lone survivor of his kingdom, Ning Que joins a martial arts academy and must fight to protect his beloved, who's prophesied to bring about chaos.",21.3585,105,3
245292,The Spirealm,Chinese,zh,2024-02-02,"VR game designer Ling Jiushi decided to resign when his job was not going well. A beta game made him forget about his worries. He unexpectedly received a game CD from abroad. After a car accident, he came to a corridor with 12 iron doors. When he came to the door, a mysterious man helped him escape from the wolf's claws in the forest and snowy mountains, and welcomed him to the world of the door. The door is extremely dangerous, and you will lose your life if you are not careful. Then, Ling Jiushi discovered something strange. If he was in danger inside the door and returned to the world outside, he would also encounter unexpected events.",21.2937,78,1
93550,I Can I BB,Chinese,zh,2014-11-22,,21.2501,196,7
124302,家有日本妻,Chinese,zh,2003-04-21,,21.0337,199,1
64197,Nirvana in Fire,Chinese,zh,2015-09-19,"During the great unrest of 4th-century China, war breaks out between the feudal Northern Wei and Southern Liang dynasties. General Lin Xie of Liang takes his only 17-year-old son, Lin Shu, into battle and successfully fights off the hostile Wei army. But when a political rival frames General Lin Xie, it causes the deaths of 70,000 Chiyan army soldiers. Lin Shu is able to escape with his life with the help of a loyal subordinate. Twelve years later, Lin Shu establishes the Jiangzuo Alliance and returns to the capital as the Chief Mei Changsu. When the Northern Wei forces mount another attack, to what lengths will Mei Changsu go to protect his own people?",20.9205,104,2
210733,Hidden Love,Chinese,zh,2023-06-20,"Since high school, Sang Zhi has had a crush on Duan Jiaxu. When fate brings them together again, they find a chance to embark on a sweet relationship.",20.8688,34,2
83463,A Portrait of Jianghu: Bad Guys,Chinese,zh,2014-07-31,"Two martial artists are brutally killed by a team of assassins, leaving their wards, a young boy and girl, defenseless. A martial arts master dispatches of the assassins, sparing their lives, and decides to take them in. He raises them and teaches them martial arts.",20.6752,187,8
256542,Game of True Love,Chinese,zh,2025-03-21,"Xu Nuo, the heiress to the Yuanfei Group, returns from studying abroad to find her family in disarray. Her mother has lost everything, and her foster brother, Shen Jiahe, is poised to take control of the family business. To make matters worse, her father's fiancée is Bai Xia, her old rival. Determined to reclaim her place and expose Shen Jiahe's true intentions, Xu Nuo devises a bold plan, setting off a high-stakes game of love and betrayal.",20.5538,56,1
75787,Fox Spirit Matchmaker,Chinese,zh,2015-06-25,"As Bai Yue-Chu searches for a bride to foil his family's plans, a fox youkai falls through the roof.",20.303,196,2
203950,乘龙怪婿,Chinese,zh,2005-02-09,,20.3017,504,4
114043,Qin Dynasty Epic,Chinese,zh,2020-12-01,"During the late stages of the Warring States era of the Qin state, Ying Zheng, Lu Bu Wei, Li Si, Wang Jian and many formidable politicians work together to unite the six states under one rule.",20.2718,78,1
219934,Become a Farmer,Chinese,zh,2023-02-04,"A labor documentary interactive reality show that selects 10 young individuals to form the 'Farming Squad,' which will authentically document their entire process of operating a farm on 142.8 acres of land over 190 days. This includes sowing, irrigating, fertilizing, and harvesting, as well as live-streaming their sales to establish a self-sustaining farmers' market.",19.824,193,4
222608,Legend of Xianwu,Chinese,zh,2023-03-19,"As a loyal disciple, Ye Chen dedicated himself to guard the spiritual medicine field for his sect. But, during a fight with enemies, the spiritual field was destroyed. His loyalty and dedication to the sect could not save him. The loyalty he thought he had obtained from his peers and lover, could not save him from betrayal. Thus, he was shamelessly banished from the sect. With the help of a flame falling from heaven, Ye Chen began to develop himself into a stronger cultivator. Battled against his opponents, unfolded his legendary life and rewrote his own story…",19.7575,190,2
81667,The Rise of Phoenixes,Chinese,zh,2018-08-14,"When a secret from the past rears its head, respected warrior Feng Zhiwei is forced to choose between revenge and her loyalty to ruling prince Ning Yi.",19.6425,70,1
4285,My Fair Princess,Chinese,zh,1998-04-28,Centers around the legend of Princess Huanzhu during the reign of the Qianlong Emperor of the Qing Dynasty.,19.6275,112,3
111009,Eastern Battlefield,Chinese,zh,2016-06-23,,19.4105,66,1
82186,Judge of Song Dynasty,Chinese,zh,2005-03-20,Stories of a judge who lives in the Song Dynasty of China and familiar with forensic pathology.,19.3907,93,2
19530,Pili,Chinese,zh,1988-06-01,"Pili is a puppet show from Taiwan. It is made by Pili International Multimedia. The TV series started in 1985, and it still continues today. It is one of the most popular TV shows in Taiwan. Pili puppet show is performed by many kinds of puppets, some of them are cool, some are intelligent, and some are funny. Unlike traditional puppet shows, Pili puppet show uses state-of-the-art animation to help present its fighting art. The delicate design of the appearance and characteristics of each puppet has made Pili puppet show a well-known entertainment in Taiwan.",19.2993,2954,87
81141,Eternal Love of Dream,Chinese,zh,2020-01-22,"Having been saved by Emperor Dong Hua from a vicious monster attack, Princess of Qingqiu, Bai Fengjiu becomes immensely indebted to him. To repay him, Fengjiu follows Donghua around on his adventures to eliminate evil but unwittingly realizes that her feelings of gratitude towards him has turned to romantic. However, after a hundred thousand years of fighting evil, Donghua has long forgotten the meaning of “love"". To protect Fengjiu, Dong Hua sends her to the human world but accidentally causes the death of Fengjiu’s friend. Fengjiu enters the dream of Ah Lan Ruo to search for the fruit that will be able to resurrect her friend. However, Fengjiu ends up getting trapped in the dream. Dong Hua comes to rescue, and realizes he has fallen in love with Fengjiu…",19.185,56,1
107793,The Amazing Strategist Liu Bowen,Chinese,zh,2006-08-23,"Aided by Liu Bowen's amazing ability to predict the future, Zhu Yuanzhang overthrew the Mongol Yuan and established the Ming Empire.

Yuan Princess Nanfeng, after a failed attempt to assassinate Emperor Yuanzhang, was blinded and sought refuge in the shop of Liu Bowen's good friend, A Tian where she ends up also be-friending Bowen and his sister-in-training, A Xiu. Finding out about Nanfeng's identity, Bowen took her in and sought to restore her sight while keeping her from attempting another assassination on the Emperor in hopes of dispelling the emnity between Emperor Yuanzhang and the Yuan.

Unfortunately, Ming official Hu Weiyong, for the sake of personal gain, influences Emperor Yuanzhang to try to have Nanfeng killed. Thus begins a battle of wits between Liu Bowen and Hu Weiyong in which the outcome will decide the fate of the Ming.-- TTV",19.057,647,9
98123,The Daily Life of the Immortal King,Chinese,zh,2020-01-18,"As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with prowess far beyond his control. But now that he’s sixteen, he faces his greatest battle yet – Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away…",18.9539,53,6
213791,Apotheosis,Chinese,zh,2022-11-04,"Luo Zheng is at the bottom of the Luo Clan hierarchy, despite his family being the founders of a power refining technique that could instantly defeat any opponent. One night, enraged by unfair treatment from a family steward, Luo Zheng burns the family records. In doing so, the hidden magic in the book engulfs him and Luo Zheng becomes a new skilled fighter. Fleeing his home and despicable clan, Luo Zheng must learn to harness his powers to rescue his younger sister while his own cousins are on his pursuit.(novelupdate)",18.8317,128,1
237020,Lecture Room,Chinese,zh,2001-07-09,,18.8305,6948,495
104716,Sisters Who Make Waves,Chinese,zh,2020-06-12,A chinese variety show which features 30 female celebrities all over 30 years old who must compete to debut in a seven-member girlsband.,18.3902,291,6
205666,Bling Bling De Time,Chinese,zh,2022-01-17,,18.3418,266,6
5811,3000 Whys of Blue Cat,Chinese,zh,1999-10-09,"3000 Whys of Blue Cat is the first large-scale Chinese animated series in mainland China with an emphasis on science. The series is produced by ""Beijing Sunchime Happy Culture Company"". The show remains one of the longest running children's cartoon series in the world. It is most commonly referred to as ""Blue Cat"". An English version was made for the first episode titled ""The Adventures of the Blue Cat"" and was made as a pilot for a series titled ""Lucky's Adventures"" but due to lack of intrerests, the series was canceled. The show uses a combination of 2D animation and CGI.",18.2718,2161,7
204541,Three-Body,Chinese,zh,2023-01-15,"Nanotechnology researcher Wang Miao is taken to the Joint Operations Center by police officer Shi Qiang, who's investigating the mysterious suicide wave among scientists worldwide,  and recruited to sneak into an organization called the Frontiers of Science to help the investigation. When Wang Miao is contacted by the leader of the organization, Shen Yufei, she introduces him to a sophisticated VR video game called Three-Body, but soon he discovers that it's more than just a game.",18.161,30,1
250060,The First Frost,Chinese,zh,2025-02-18,"Wen Yifan, by chance, ends up living with her high school classmate Sang Yan, whom she once rejected. They keep their distance until Wen Yifan learns from Sang Yan that she sleepwalks, intertwining their lives once more.",17.1835,32,1
58659,The Heartland Hero,Chinese,zh,2021-09-02,"Former loan shark Mao Ge had his leg broken by his enemy after he was released from prison. He started a second-hand goods business with Yiyuan, an ex-convict too. Qiu Jingwen, once a delinquent Mao Ge dated, sublet her toast shop space to Mao reluctantly. Jingwen’s cousin Qingtian, a prison officer, helps out at the toast shop and she is skeptical of Mao and Yiyuan turning over a new leaf...",17.1711,129,1
93509,Rock & Roast,Chinese,zh,2017-08-11,,17.1595,115,6
216445,Fireworks of My Heart,Chinese,zh,2023-07-05,"Fire chief Song Yan and emergency doctor Xu Qin were separated by family opposition when they were younger. Now ten years later, they meet again due to their professions. After experiencing life and death together, they manage to find their way back, working together and encouraging each other. They acknowledge each other's individual growth after years apart, but will they be able to overcome the obstacles in their path this time to stay together?",17.0793,40,1
235718,Uncle,Chinese,zh,2023-10-11,"Uncle is a heartwarming, healing comedy about a carpenter searching for himself and repairing emotions. After all, a person’s life is akin to this drama, with many regrets that need mending. Emotions can be restored just like objects.",16.9323,60,1
81416,Make Bitter Qianlong,Chinese,zh,1991-05-15,,16.866,82,2
206296,Golden Horse Awards,Chinese,zh,1962-10-31,"The Taipei Golden Horse Film Festival and Awards (Chinese: 台北金馬影展; pinyin: Táiběi Jīnmǎ Yǐngzhǎn; Pe̍h-ōe-jī: Tâi-pak Kim-má iáⁿ-tián) is a film festival and awards ceremony held annually in Taiwan. It was founded in 1962 by the Government Information Office of the Republic of China (ROC) in Taiwan. The awards ceremony is usually held in November or December in Taipei, although the event has also been held in other locations in Taiwan in recent times",16.7842,61,61
276880,"Please Put Them On, Takamine-san",Japanese,ja,2025-04-02,"Student council president Takane Takamine is a popular star student. On the other hand, Koushi Shirota doesn’t have many friends. That all changes when Koushi accidentally discovers Takane’s ability to go back in time and alter past actions just by changing her lingerie. After some pestering, Koushi agrees to help Takane and be her closet, by having spare lingerie on hand.",647.2463,12,1
127532,Solo Leveling,Japanese,ja,2024-01-07,"They say whatever doesn’t kill you makes you stronger, but that’s not the case for the world’s weakest hunter Sung Jinwoo. After being brutally slaughtered by monsters in a high-ranking dungeon, Jinwoo came back with the System, a program only he could see, that’s leveling him up in every way. Now, he’s inspired to discover the secrets behind his powers and the dungeon that spawned them.",244.0993,26,2
65733,Doraemon,Japanese,ja,2005-04-22,"Robotic cat Doraemon is sent back in time from the 22nd century to protect 10-year-old Noby, a lazy and uncoordinated boy who is destined to have a tragic future. Doraemon can create secret gadgets from a pocket on his stomach, but they usually cause more bad than good because of Noby's propensity to misuse them.",224.0725,1466,2
34860,Ninja Boy Rantaro,Japanese,ja,1993-04-10,"Rantarō, Shinbei and Kirimaru are ninja  apprentices in the Ninja Gakuen, where first grade ones are called  ""Nintamas"". They must learn  everything a ninja must know, but as for our heroes, money, food or  playing are more interesting. The series show the everyday adventures of  our heroes.",175.0442,1771,27
80885,Ninja Hattori-kun,Japanese,ja,1981-09-28,"11-year-old Kenichi Mitsuba is an average kid who goes to secondary school and struggles with his studies, he is very stubborn and is very lazy and therefore always ends up frustrating his parents and teacher. He loves to find an easy way of things. He befriends Hattori Kanzo, a ninja from the Iga Clan, and he becomes part of the Mitsuba family along with his brother, Shinzo and his ninja dog, Shishimaru. Hattori helps Kenichi with his problems, and constantly keeps an eye on him, as a good friend. The main antagonist Kemumaki, a Koga ninja and his ninja cat, Kagechiyo always troubles Kenichi, mainly because of their feud over one girl, Yumeko. Kenichi asks Hattori to take revenge as a recurring storyline in many episodes. Although Hattori is a good friend, Kenichi sometimes fights with Hattori due to misunderstandings created by Kemumaki. Sometimes Jippou, Togejirou and Tsubame help him.",163.8186,697,1
41406,Making It Through,Japanese,ja,1990-10-11,"A family drama series that follows the lives of the Okakura family, focusing on the parents and their five daughters. It explores personal struggles, and societal issues through the interactions and conflicts among the family members.",115.7774,510,11
56426,KochiKame,Japanese,ja,1996-06-16,"Ryoutsu, being an underpayed policeman, is always coming up with ways to make some quick money. But in the end, his plans which are ridiculous from the beginning always go wrong and land him in big trouble.",114.6177,383,2
2661,Kamen Rider,Japanese,ja,1971-04-03,"Takeshi Hongo is a promising young man with a passion for motorcycle racing. However, his dreams are suddenly ruined when he gets kidnapped by Shocker, the evil secret organization planning to dominate the world. After being remodeled into a cyborg, Takeshi escapes and swears to protect the world from the inhuman monsters.",112.0596,1708,36
57775,Chibi Maruko-chan,Japanese,ja,1990-01-07,"Meet Maruko, a sweet schoolgirl with a hefty dose of curiosity (and occasional laziness!). She sails through life in a cozy town alongside her loving parents, grandparents, and sister. Maruko has a band of loyal friends, including her closest pal, Tama-chan, but her playful and doting grandpa is at the heart of it all. Life is never dull in this charming series.",103.8335,1169,3
8872,Aquarion,Japanese,ja,2005-04-05,"Set in the future, a giant fighting machine called the Aquarion is humanity's only effective weapon in the fight against the technologically advanced species called the Shadow Angels.",89.9389,94,5
